id,value
17616,data-17616
17617,data-17617
17618,data-17618
17619,data-17619
17620,data-17620
17621,data-17621
17622,data-17622
17623,data-17623
17624,data-17624
17625,data-17625
17626,data-17626
17627,data-17627
17628,data-17628
17629,data-17629
17630,data-17630
17631,data-17631
17632,data-17632
17633,data-17633
17634,data-17634
17635,data-17635
17636,data-17636
17637,data-17637
17638,data-17638
17639,data-17639
17640,data-17640
17641,data-17641
17642,data-17642
17643,data-17643
17644,data-17644
17645,data-17645
17646,data-17646
17647,data-17647
17648,data-17648
17649,data-17649
17650,data-17650
17651,data-17651
17652,data-17652
17653,data-17653
17654,data-17654
17655,data-17655
17656,data-17656
17657,data-17657
17658,data-17658
17659,data-17659
17660,data-17660
17661,data-17661
17662,data-17662
17663,data-17663
17664,data-17664
17665,data-17665
17666,data-17666
17667,data-17667
17668,data-17668
17669,data-17669
17670,data-17670
17671,data-17671
17672,data-17672
17673,data-17673
17674,data-17674
17675,data-17675
17676,data-17676
17677,data-17677
17678,data-17678
17679,data-17679
17680,data-17680
17681,data-17681
17682,data-17682
17683,data-17683
17684,data-17684
17685,data-17685
17686,data-17686
17687,data-17687
17688,data-17688
17689,data-17689
17690,data-17690
17691,data-17691
17692,data-17692
17693,data-17693
17694,data-17694
17695,data-17695
17696,data-17696
17697,data-17697
17698,data-17698
17699,data-17699
17700,data-17700
17701,data-17701
17702,data-17702
17703,data-17703
17704,data-17704
17705,data-17705
17706,data-17706
17707,data-17707
17708,data-17708
17709,data-17709
17710,data-17710
17711,data-17711
17712,data-17712
17713,data-17713
17714,data-17714
17715,data-17715
17716,data-17716
17717,data-17717
17718,data-17718
17719,data-17719
17720,data-17720
17721,data-17721
17722,data-17722
17723,data-17723
17724,data-17724
17725,data-17725
17726,data-17726
17727,data-17727
17728,data-17728
17729,data-17729
17730,data-17730
17731,data-17731
17732,data-17732
17733,data-17733
17734,data-17734
17735,data-17735
17736,data-17736
17737,data-17737
17738,data-17738
17739,data-17739
17740,data-17740
17741,data-17741
17742,data-17742
17743,data-17743
17744,data-17744
17745,data-17745
17746,data-17746
17747,data-17747
17748,data-17748
17749,data-17749
17750,data-17750
17751,data-17751
17752,data-17752
17753,data-17753
17754,data-17754
17755,data-17755
17756,data-17756
17757,data-17757
17758,data-17758
17759,data-17759
17760,data-17760
17761,data-17761
17762,data-17762
17763,data-17763
17764,data-17764
17765,data-17765
17766,data-17766
17767,data-17767
17768,data-17768
17769,data-17769
17770,data-17770
17771,data-17771
17772,data-17772
17773,data-17773
17774,data-17774
17775,data-17775
17776,data-17776
17777,data-17777
17778,data-17778
17779,data-17779
17780,data-17780
17781,data-17781
17782,data-17782
17783,data-17783
17784,data-17784
17785,data-17785
17786,data-17786
17787,data-17787
17788,data-17788
17789,data-17789
17790,data-17790
17791,data-17791
17792,data-17792
17793,data-17793
17794,data-17794
17795,data-17795
17796,data-17796
17797,data-17797
17798,data-17798
17799,data-17799
17800,data-17800
17801,data-17801
17802,data-17802
17803,data-17803
17804,data-17804
17805,data-17805
17806,data-17806
17807,data-17807
17808,data-17808
17809,data-17809
17810,data-17810
17811,data-17811
17812,data-17812
17813,data-17813
17814,data-17814
17815,data-17815
17816,data-17816
17817,data-17817
17818,data-17818
17819,data-17819
17820,data-17820
17821,data-17821
17822,data-17822
17823,data-17823
17824,data-17824
17825,data-17825
17826,data-17826
17827,data-17827
17828,data-17828
17829,data-17829
17830,data-17830
17831,data-17831
17832,data-17832
17833,data-17833
17834,data-17834
17835,data-17835
17836,data-17836
17837,data-17837
17838,data-17838
17839,data-17839
17840,data-17840
17841,data-17841
17842,data-17842
17843,data-17843
17844,data-17844
17845,data-17845
17846,data-17846
17847,data-17847
17848,data-17848
17849,data-17849
17850,data-17850
17851,data-17851
17852,data-17852
17853,data-17853
17854,data-17854
17855,data-17855
17856,data-17856
17857,data-17857
17858,data-17858
17859,data-17859
17860,data-17860
17861,data-17861
17862,data-17862
17863,data-17863
17864,data-17864
17865,data-17865
17866,data-17866
17867,data-17867
17868,data-17868
17869,data-17869
17870,data-17870
17871,data-17871
17872,data-17872
17873,data-17873
17874,data-17874
17875,data-17875
17876,data-17876
17877,data-17877
17878,data-17878
17879,data-17879
17880,data-17880
17881,data-17881
17882,data-17882
17883,data-17883
17884,data-17884
17885,data-17885
17886,data-17886
17887,data-17887
17888,data-17888
17889,data-17889
17890,data-17890
17891,data-17891
17892,data-17892
17893,data-17893
17894,data-17894
17895,data-17895
17896,data-17896
17897,data-17897
17898,data-17898
17899,data-17899
17900,data-17900
17901,data-17901
17902,data-17902
17903,data-17903
17904,data-17904
17905,data-17905
17906,data-17906
17907,data-17907
17908,data-17908
17909,data-17909
17910,data-17910
17911,data-17911
17912,data-17912
17913,data-17913
17914,data-17914
17915,data-17915
17916,data-17916
17917,data-17917
17918,data-17918
17919,data-17919
17920,data-17920
17921,data-17921
17922,data-17922
17923,data-17923
17924,data-17924
17925,data-17925
17926,data-17926
17927,data-17927
17928,data-17928
17929,data-17929
17930,data-17930
17931,data-17931
17932,data-17932
17933,data-17933
17934,data-17934
17935,data-17935
17936,data-17936
17937,data-17937
17938,data-17938
17939,data-17939
17940,data-17940
17941,data-17941
17942,data-17942
17943,data-17943
17944,data-17944
17945,data-17945
17946,data-17946
17947,data-17947
17948,data-17948
17949,data-17949
17950,data-17950
17951,data-17951
17952,data-17952
17953,data-17953
17954,data-17954
17955,data-17955
17956,data-17956
17957,data-17957
17958,data-17958
17959,data-17959
17960,data-17960
17961,data-17961
17962,data-17962
17963,data-17963
17964,data-17964
17965,data-17965
17966,data-17966
17967,data-17967
17968,data-17968
17969,data-17969
17970,data-17970
17971,data-17971
17972,data-17972
17973,data-17973
17974,data-17974
17975,data-17975
17976,data-17976
17977,data-17977
17978,data-17978
17979,data-17979
17980,data-17980
17981,data-17981
17982,data-17982
17983,data-17983
17984,data-17984
17985,data-17985
17986,data-17986
17987,data-17987
17988,data-17988
17989,data-17989
17990,data-17990
17991,data-17991
17992,data-17992
17993,data-17993
17994,data-17994
17995,data-17995
17996,data-17996
17997,data-17997
17998,data-17998
17999,data-17999
18000,data-18000
18001,data-18001
18002,data-18002
18003,data-18003
18004,data-18004
18005,data-18005
18006,data-18006
18007,data-18007
18008,data-18008
18009,data-18009
18010,data-18010
18011,data-18011
18012,data-18012
18013,data-18013
18014,data-18014
18015,data-18015
18016,data-18016
18017,data-18017
18018,data-18018
18019,data-18019
18020,data-18020
18021,data-18021
18022,data-18022
18023,data-18023
18024,data-18024
18025,data-18025
18026,data-18026
18027,data-18027
18028,data-18028
18029,data-18029
18030,data-18030
18031,data-18031
18032,data-18032
18033,data-18033
18034,data-18034
18035,data-18035
18036,data-18036
18037,data-18037
18038,data-18038
18039,data-18039
18040,data-18040
18041,data-18041
18042,data-18042
18043,data-18043
18044,data-18044
18045,data-18045
18046,data-18046
18047,data-18047
18048,data-18048
18049,data-18049
18050,data-18050
18051,data-18051
18052,data-18052
18053,data-18053
18054,data-18054
18055,data-18055
18056,data-18056
18057,data-18057
18058,data-18058
18059,data-18059
18060,data-18060
18061,data-18061
18062,data-18062
18063,data-18063
18064,data-18064
18065,data-18065
18066,data-18066
18067,data-18067
18068,data-18068
18069,data-18069
18070,data-18070
18071,data-18071
18072,data-18072
18073,data-18073
18074,data-18074
18075,data-18075
18076,data-18076
18077,data-18077
18078,data-18078
18079,data-18079
18080,data-18080
18081,data-18081
18082,data-18082
18083,data-18083
18084,data-18084
18085,data-18085
18086,data-18086
18087,data-18087
18088,data-18088
18089,data-18089
18090,data-18090
18091,data-18091
18092,data-18092
18093,data-18093
18094,data-18094
18095,data-18095
18096,data-18096
18097,data-18097
18098,data-18098
18099,data-18099
18100,data-18100
18101,data-18101
18102,data-18102
18103,data-18103
18104,data-18104
18105,data-18105
18106,data-18106
18107,data-18107
18108,data-18108
18109,data-18109
18110,data-18110
18111,data-18111
18112,data-18112
18113,data-18113
18114,data-18114
18115,data-18115
18116,data-18116
18117,data-18117
18118,data-18118
18119,data-18119
18120,data-18120
18121,data-18121
18122,data-18122
18123,data-18123
18124,data-18124
18125,data-18125
18126,data-18126
18127,data-18127
18128,data-18128
18129,data-18129
18130,data-18130
18131,data-18131
18132,data-18132
18133,data-18133
18134,data-18134
18135,data-18135
18136,data-18136
18137,data-18137
18138,data-18138
18139,data-18139
18140,data-18140
18141,data-18141
18142,data-18142
18143,data-18143
18144,data-18144
18145,data-18145
18146,data-18146
18147,data-18147
18148,data-18148
18149,data-18149
18150,data-18150
18151,data-18151
18152,data-18152
18153,data-18153
18154,data-18154
18155,data-18155
18156,data-18156
18157,data-18157
18158,data-18158
18159,data-18159
18160,data-18160
18161,data-18161
18162,data-18162
18163,data-18163
18164,data-18164
18165,data-18165
18166,data-18166
18167,data-18167
18168,data-18168
18169,data-18169
18170,data-18170
18171,data-18171
18172,data-18172
18173,data-18173
18174,data-18174
18175,data-18175
18176,data-18176
18177,data-18177
18178,data-18178
18179,data-18179
18180,data-18180
18181,data-18181
18182,data-18182
18183,data-18183
18184,data-18184
18185,data-18185
18186,data-18186
18187,data-18187
18188,data-18188
18189,data-18189
18190,data-18190
18191,data-18191
18192,data-18192
18193,data-18193
18194,data-18194
18195,data-18195
18196,data-18196
18197,data-18197
18198,data-18198
18199,data-18199
18200,data-18200
18201,data-18201
18202,data-18202
18203,data-18203
18204,data-18204
18205,data-18205
18206,data-18206
18207,data-18207
18208,data-18208
18209,data-18209
18210,data-18210
18211,data-18211
18212,data-18212
18213,data-18213
18214,data-18214
18215,data-18215
18216,data-18216
18217,data-18217
18218,data-18218
18219,data-18219
18220,data-18220
18221,data-18221
18222,data-18222
18223,data-18223
18224,data-18224
18225,data-18225
18226,data-18226
18227,data-18227
18228,data-18228
18229,data-18229
18230,data-18230
18231,data-18231
18232,data-18232
18233,data-18233
18234,data-18234
18235,data-18235
18236,data-18236
18237,data-18237
18238,data-18238
18239,data-18239
18240,data-18240
18241,data-18241
18242,data-18242
18243,data-18243
18244,data-18244
18245,data-18245
18246,data-18246
18247,data-18247
18248,data-18248
18249,data-18249
18250,data-18250
18251,data-18251
18252,data-18252
18253,data-18253
18254,data-18254
18255,data-18255
18256,data-18256
18257,data-18257
18258,data-18258
18259,data-18259
18260,data-18260
18261,data-18261
18262,data-18262
18263,data-18263
18264,data-18264
18265,data-18265
18266,data-18266
18267,data-18267
18268,data-18268
18269,data-18269
18270,data-18270
18271,data-18271
18272,data-18272
18273,data-18273
18274,data-18274
18275,data-18275
18276,data-18276
18277,data-18277
18278,data-18278
18279,data-18279
18280,data-18280
18281,data-18281
18282,data-18282
18283,data-18283
18284,data-18284
18285,data-18285
18286,data-18286
18287,data-18287
18288,data-18288
18289,data-18289
18290,data-18290
18291,data-18291
18292,data-18292
18293,data-18293
18294,data-18294
18295,data-18295
18296,data-18296
18297,data-18297
18298,data-18298
18299,data-18299
18300,data-18300
18301,data-18301
18302,data-18302
18303,data-18303
18304,data-18304
18305,data-18305
18306,data-18306
18307,data-18307
18308,data-18308
18309,data-18309
18310,data-18310
18311,data-18311
18312,data-18312
18313,data-18313
18314,data-18314
18315,data-18315
18316,data-18316
18317,data-18317
18318,data-18318
18319,data-18319
18320,data-18320
18321,data-18321
18322,data-18322
18323,data-18323
18324,data-18324
18325,data-18325
18326,data-18326
18327,data-18327
18328,data-18328
18329,data-18329
18330,data-18330
18331,data-18331
18332,data-18332
18333,data-18333
18334,data-18334
18335,data-18335
18336,data-18336
18337,data-18337
18338,data-18338
18339,data-18339
18340,data-18340
18341,data-18341
18342,data-18342
18343,data-18343
18344,data-18344
18345,data-18345
18346,data-18346
18347,data-18347
18348,data-18348
18349,data-18349
18350,data-18350
18351,data-18351
18352,data-18352
18353,data-18353
18354,data-18354
18355,data-18355
18356,data-18356
18357,data-18357
18358,data-18358
18359,data-18359
18360,data-18360
18361,data-18361
18362,data-18362
18363,data-18363
18364,data-18364
18365,data-18365
18366,data-18366
18367,data-18367
18368,data-18368
18369,data-18369
18370,data-18370
18371,data-18371
18372,data-18372
18373,data-18373
18374,data-18374
18375,data-18375
18376,data-18376
18377,data-18377
18378,data-18378
18379,data-18379
18380,data-18380
18381,data-18381
18382,data-18382
18383,data-18383
18384,data-18384
18385,data-18385
18386,data-18386
18387,data-18387
18388,data-18388
18389,data-18389
18390,data-18390
18391,data-18391
18392,data-18392
18393,data-18393
18394,data-18394
18395,data-18395
18396,data-18396
18397,data-18397
18398,data-18398
18399,data-18399
18400,data-18400
18401,data-18401
18402,data-18402
18403,data-18403
18404,data-18404
18405,data-18405
18406,data-18406
18407,data-18407
18408,data-18408
18409,data-18409
18410,data-18410
18411,data-18411
18412,data-18412
18413,data-18413
18414,data-18414
18415,data-18415
18416,data-18416
18417,data-18417
18418,data-18418
18419,data-18419
18420,data-18420
18421,data-18421
18422,data-18422
18423,data-18423
18424,data-18424
18425,data-18425
18426,data-18426
18427,data-18427
18428,data-18428
18429,data-18429
18430,data-18430
18431,data-18431
18432,data-18432
18433,data-18433
18434,data-18434
18435,data-18435
18436,data-18436
18437,data-18437
18438,data-18438
18439,data-18439
18440,data-18440
18441,data-18441
18442,data-18442
18443,data-18443
18444,data-18444
18445,data-18445
18446,data-18446
18447,data-18447
18448,data-18448
18449,data-18449
18450,data-18450
18451,data-18451
18452,data-18452
18453,data-18453
18454,data-18454
18455,data-18455
18456,data-18456
18457,data-18457
18458,data-18458
18459,data-18459
18460,data-18460
18461,data-18461
18462,data-18462
18463,data-18463
18464,data-18464
18465,data-18465
18466,data-18466
18467,data-18467
18468,data-18468
18469,data-18469
18470,data-18470
18471,data-18471
18472,data-18472
18473,data-18473
18474,data-18474
18475,data-18475
18476,data-18476
18477,data-18477
18478,data-18478
18479,data-18479
18480,data-18480
18481,data-18481
18482,data-18482
18483,data-18483
18484,data-18484
18485,data-18485
18486,data-18486
18487,data-18487
18488,data-18488
18489,data-18489
18490,data-18490
18491,data-18491
18492,data-18492
18493,data-18493
18494,data-18494
18495,data-18495
18496,data-18496
18497,data-18497
18498,data-18498
18499,data-18499
18500,data-18500
18501,data-18501
18502,data-18502
18503,data-18503
18504,data-18504
18505,data-18505
18506,data-18506
18507,data-18507
18508,data-18508
18509,data-18509
18510,data-18510
18511,data-18511
18512,data-18512
18513,data-18513
18514,data-18514
18515,data-18515
18516,data-18516
18517,data-18517
18518,data-18518
18519,data-18519
18520,data-18520
18521,data-18521
18522,data-18522
18523,data-18523
18524,data-18524
18525,data-18525
18526,data-18526
18527,data-18527
18528,data-18528
18529,data-18529
18530,data-18530
18531,data-18531
18532,data-18532
18533,data-18533
18534,data-18534
18535,data-18535
18536,data-18536
18537,data-18537
18538,data-18538
18539,data-18539
18540,data-18540
18541,data-18541
18542,data-18542
18543,data-18543
18544,data-18544
18545,data-18545
18546,data-18546
18547,data-18547
18548,data-18548
18549,data-18549
18550,data-18550
18551,data-18551
18552,data-18552
18553,data-18553
18554,data-18554
18555,data-18555
18556,data-18556
18557,data-18557
18558,data-18558
18559,data-18559
18560,data-18560
18561,data-18561
18562,data-18562
18563,data-18563
18564,data-18564
18565,data-18565
18566,data-18566
18567,data-18567
18568,data-18568
18569,data-18569
18570,data-18570
18571,data-18571
18572,data-18572
18573,data-18573
18574,data-18574
18575,data-18575
18576,data-18576
18577,data-18577
18578,data-18578
18579,data-18579
18580,data-18580
18581,data-18581
18582,data-18582
18583,data-18583
18584,data-18584
18585,data-18585
18586,data-18586
18587,data-18587
18588,data-18588
18589,data-18589
18590,data-18590
18591,data-18591
18592,data-18592
18593,data-18593
18594,data-18594
18595,data-18595
18596,data-18596
18597,data-18597
18598,data-18598
18599,data-18599
18600,data-18600
18601,data-18601
18602,data-18602
18603,data-18603
18604,data-18604
18605,data-18605
18606,data-18606
18607,data-18607
18608,data-18608
18609,data-18609
18610,data-18610
18611,data-18611
18612,data-18612
18613,data-18613
18614,data-18614
18615,data-18615
18616,data-18616
18617,data-18617
18618,data-18618
18619,data-18619
18620,data-18620
18621,data-18621
18622,data-18622
18623,data-18623
18624,data-18624
18625,data-18625
18626,data-18626
18627,data-18627
18628,data-18628
18629,data-18629
18630,data-18630
18631,data-18631
18632,data-18632
18633,data-18633
18634,data-18634
18635,data-18635
18636,data-18636
18637,data-18637
18638,data-18638
18639,data-18639
18640,data-18640
18641,data-18641
18642,data-18642
18643,data-18643
18644,data-18644
18645,data-18645
18646,data-18646
18647,data-18647
18648,data-18648
18649,data-18649
18650,data-18650
18651,data-18651
18652,data-18652
18653,data-18653
18654,data-18654
18655,data-18655
18656,data-18656
18657,data-18657
18658,data-18658
18659,data-18659
18660,data-18660
18661,data-18661
18662,data-18662
18663,data-18663
18664,data-18664
18665,data-18665
18666,data-18666
18667,data-18667
18668,data-18668
18669,data-18669
18670,data-18670
18671,data-18671
18672,data-18672
18673,data-18673
18674,data-18674
18675,data-18675
18676,data-18676
18677,data-18677
18678,data-18678
18679,data-18679
18680,data-18680
18681,data-18681
18682,data-18682
18683,data-18683
18684,data-18684
18685,data-18685
18686,data-18686
18687,data-18687
18688,data-18688
18689,data-18689
18690,data-18690
18691,data-18691
18692,data-18692
18693,data-18693
18694,data-18694
18695,data-18695
18696,data-18696
18697,data-18697
18698,data-18698
18699,data-18699
18700,data-18700
18701,data-18701
18702,data-18702
18703,data-18703
18704,data-18704
18705,data-18705
18706,data-18706
18707,data-18707
18708,data-18708
18709,data-18709
18710,data-18710
18711,data-18711
18712,data-18712
18713,data-18713
18714,data-18714
18715,data-18715
18716,data-18716
18717,data-18717
18718,data-18718
18719,data-18719
18720,data-18720
18721,data-18721
18722,data-18722
18723,data-18723
18724,data-18724
18725,data-18725
18726,data-18726
18727,data-18727
18728,data-18728
18729,data-18729
18730,data-18730
18731,data-18731
18732,data-18732
18733,data-18733
18734,data-18734
18735,data-18735
18736,data-18736
18737,data-18737
18738,data-18738
18739,data-18739
18740,data-18740
18741,data-18741
18742,data-18742
18743,data-18743
18744,data-18744
18745,data-18745
18746,data-18746
18747,data-18747
18748,data-18748
18749,data-18749
18750,data-18750
18751,data-18751
18752,data-18752
18753,data-18753
18754,data-18754
18755,data-18755
18756,data-18756
18757,data-18757
18758,data-18758
18759,data-18759
18760,data-18760
18761,data-18761
18762,data-18762
18763,data-18763
18764,data-18764
18765,data-18765
18766,data-18766
18767,data-18767
18768,data-18768
18769,data-18769
18770,data-18770
18771,data-18771
18772,data-18772
18773,data-18773
18774,data-18774
18775,data-18775
18776,data-18776
18777,data-18777
18778,data-18778
18779,data-18779
18780,data-18780
18781,data-18781
18782,data-18782
18783,data-18783
18784,data-18784
18785,data-18785
18786,data-18786
18787,data-18787
18788,data-18788
18789,data-18789
18790,data-18790
18791,data-18791
18792,data-18792
18793,data-18793
18794,data-18794
18795,data-18795
18796,data-18796
18797,data-18797
18798,data-18798
18799,data-18799
18800,data-18800
18801,data-18801
18802,data-18802
18803,data-18803
18804,data-18804
18805,data-18805
18806,data-18806
18807,data-18807
18808,data-18808
18809,data-18809
18810,data-18810
18811,data-18811
18812,data-18812
18813,data-18813
18814,data-18814
18815,data-18815
18816,data-18816
18817,data-18817
18818,data-18818
18819,data-18819
18820,data-18820
18821,data-18821
18822,data-18822
18823,data-18823
18824,data-18824
18825,data-18825
18826,data-18826
18827,data-18827
18828,data-18828
18829,data-18829
18830,data-18830
18831,data-18831
18832,data-18832
18833,data-18833
18834,data-18834
18835,data-18835
18836,data-18836
18837,data-18837
18838,data-18838
18839,data-18839
18840,data-18840
18841,data-18841
18842,data-18842
18843,data-18843
18844,data-18844
18845,data-18845
18846,data-18846
18847,data-18847
18848,data-18848
18849,data-18849
18850,data-18850
18851,data-18851
18852,data-18852
18853,data-18853
18854,data-18854
18855,data-18855
18856,data-18856
18857,data-18857
18858,data-18858
18859,data-18859
18860,data-18860
18861,data-18861
18862,data-18862
18863,data-18863
18864,data-18864
18865,data-18865
18866,data-18866
18867,data-18867
18868,data-18868
18869,data-18869
18870,data-18870
18871,data-18871
18872,data-18872
18873,data-18873
18874,data-18874
18875,data-18875
18876,data-18876
18877,data-18877
18878,data-18878
18879,data-18879
18880,data-18880
18881,data-18881
18882,data-18882
18883,data-18883
18884,data-18884
18885,data-18885
18886,data-18886
18887,data-18887
18888,data-18888
18889,data-18889
18890,data-18890
18891,data-18891
18892,data-18892
18893,data-18893
18894,data-18894
18895,data-18895
18896,data-18896
18897,data-18897
18898,data-18898
18899,data-18899
18900,data-18900
18901,data-18901
18902,data-18902
18903,data-18903
18904,data-18904
18905,data-18905
18906,data-18906
18907,data-18907
18908,data-18908
18909,data-18909
18910,data-18910
18911,data-18911
18912,data-18912
18913,data-18913
18914,data-18914
18915,data-18915
18916,data-18916
18917,data-18917
18918,data-18918
18919,data-18919
18920,data-18920
18921,data-18921
18922,data-18922
18923,data-18923
18924,data-18924
18925,data-18925
18926,data-18926
18927,data-18927
18928,data-18928
18929,data-18929
18930,data-18930
18931,data-18931
18932,data-18932
18933,data-18933
18934,data-18934
18935,data-18935
18936,data-18936
18937,data-18937
18938,data-18938
18939,data-18939
18940,data-18940
18941,data-18941
18942,data-18942
18943,data-18943
18944,data-18944
18945,data-18945
18946,data-18946
18947,data-18947
18948,data-18948
18949,data-18949
18950,data-18950
18951,data-18951
18952,data-18952
18953,data-18953
18954,data-18954
18955,data-18955
18956,data-18956
18957,data-18957
18958,data-18958
18959,data-18959
18960,data-18960
18961,data-18961
18962,data-18962
18963,data-18963
18964,data-18964
18965,data-18965
18966,data-18966
18967,data-18967
18968,data-18968
18969,data-18969
18970,data-18970
18971,data-18971
18972,data-18972
18973,data-18973
18974,data-18974
18975,data-18975
18976,data-18976
18977,data-18977
18978,data-18978
18979,data-18979
18980,data-18980
18981,data-18981
18982,data-18982
18983,data-18983
18984,data-18984
18985,data-18985
18986,data-18986
18987,data-18987
18988,data-18988
18989,data-18989
18990,data-18990
18991,data-18991
18992,data-18992
18993,data-18993
18994,data-18994
18995,data-18995
18996,data-18996
18997,data-18997
18998,data-18998
18999,data-18999
19000,data-19000
19001,data-19001
19002,data-19002
19003,data-19003
19004,data-19004
19005,data-19005
19006,data-19006
19007,data-19007
19008,data-19008
19009,data-19009
19010,data-19010
19011,data-19011
19012,data-19012
19013,data-19013
19014,data-19014
19015,data-19015
19016,data-19016
19017,data-19017
19018,data-19018
19019,data-19019
19020,data-19020
19021,data-19021
19022,data-19022
19023,data-19023
19024,data-19024
19025,data-19025
19026,data-19026
19027,data-19027
19028,data-19028
19029,data-19029
19030,data-19030
19031,data-19031
19032,data-19032
19033,data-19033
19034,data-19034
19035,data-19035
19036,data-19036
19037,data-19037
19038,data-19038
19039,data-19039
19040,data-19040
19041,data-19041
19042,data-19042
19043,data-19043
19044,data-19044
19045,data-19045
19046,data-19046
19047,data-19047
19048,data-19048
19049,data-19049
19050,data-19050
19051,data-19051
19052,data-19052
19053,data-19053
19054,data-19054
19055,data-19055
19056,data-19056
19057,data-19057
19058,data-19058
19059,data-19059
19060,data-19060
19061,data-19061
19062,data-19062
19063,data-19063
19064,data-19064
19065,data-19065
19066,data-19066
19067,data-19067
19068,data-19068
19069,data-19069
19070,data-19070
19071,data-19071
19072,data-19072
19073,data-19073
19074,data-19074
19075,data-19075
19076,data-19076
19077,data-19077
19078,data-19078
19079,data-19079
19080,data-19080
19081,data-19081
19082,data-19082
19083,data-19083
19084,data-19084
19085,data-19085
19086,data-19086
19087,data-19087
19088,data-19088
19089,data-19089
19090,data-19090
19091,data-19091
19092,data-19092
19093,data-19093
19094,data-19094
19095,data-19095
19096,data-19096
19097,data-19097
19098,data-19098
19099,data-19099
19100,data-19100
19101,data-19101
19102,data-19102
19103,data-19103
19104,data-19104
19105,data-19105
19106,data-19106
19107,data-19107
19108,data-19108
19109,data-19109
19110,data-19110
19111,data-19111
19112,data-19112
19113,data-19113
19114,data-19114
19115,data-19115
19116,data-19116
19117,data-19117
19118,data-19118
19119,data-19119
19120,data-19120
19121,data-19121
19122,data-19122
19123,data-19123
19124,data-19124
19125,data-19125
19126,data-19126
19127,data-19127
19128,data-19128
19129,data-19129
19130,data-19130
19131,data-19131
19132,data-19132
19133,data-19133
19134,data-19134
19135,data-19135
19136,data-19136
19137,data-19137
19138,data-19138
19139,data-19139
19140,data-19140
19141,data-19141
19142,data-19142
19143,data-19143
19144,data-19144
19145,data-19145
19146,data-19146
19147,data-19147
19148,data-19148
19149,data-19149
19150,data-19150
19151,data-19151
19152,data-19152
19153,data-19153
19154,data-19154
19155,data-19155
19156,data-19156
19157,data-19157
19158,data-19158
19159,data-19159
19160,data-19160
19161,data-19161
19162,data-19162
19163,data-19163
19164,data-19164
19165,data-19165
19166,data-19166
19167,data-19167
19168,data-19168
19169,data-19169
19170,data-19170
19171,data-19171
19172,data-19172
19173,data-19173
19174,data-19174
19175,data-19175
19176,data-19176
19177,data-19177
19178,data-19178
19179,data-19179
19180,data-19180
19181,data-19181
19182,data-19182
19183,data-19183
19184,data-19184
19185,data-19185
19186,data-19186
19187,data-19187
19188,data-19188
19189,data-19189
19190,data-19190
19191,data-19191
19192,data-19192
19193,data-19193
19194,data-19194
19195,data-19195
19196,data-19196
19197,data-19197
19198,data-19198
19199,data-19199
19200,data-19200
19201,data-19201
19202,data-19202
19203,data-19203
19204,data-19204
19205,data-19205
19206,data-19206
19207,data-19207
19208,data-19208
19209,data-19209
19210,data-19210
19211,data-19211
19212,data-19212
19213,data-19213
19214,data-19214
19215,data-19215
19216,data-19216
19217,data-19217
19218,data-19218
19219,data-19219
19220,data-19220
19221,data-19221
19222,data-19222
19223,data-19223
19224,data-19224
19225,data-19225
19226,data-19226
19227,data-19227
19228,data-19228
19229,data-19229
19230,data-19230
19231,data-19231
19232,data-19232
19233,data-19233
19234,data-19234
19235,data-19235
19236,data-19236
19237,data-19237
19238,data-19238
19239,data-19239
19240,data-19240
19241,data-19241
19242,data-19242
19243,data-19243
19244,data-19244
19245,data-19245
19246,data-19246
19247,data-19247
19248,data-19248
19249,data-19249
19250,data-19250
19251,data-19251
19252,data-19252
19253,data-19253
19254,data-19254
19255,data-19255
19256,data-19256
19257,data-19257
19258,data-19258
19259,data-19259
19260,data-19260
19261,data-19261
19262,data-19262
19263,data-19263
19264,data-19264
19265,data-19265
19266,data-19266
19267,data-19267
19268,data-19268
19269,data-19269
19270,data-19270
19271,data-19271
19272,data-19272
19273,data-19273
19274,data-19274
19275,data-19275
19276,data-19276
19277,data-19277
19278,data-19278
19279,data-19279
19280,data-19280
19281,data-19281
19282,data-19282
19283,data-19283
19284,data-19284
19285,data-19285
19286,data-19286
19287,data-19287
19288,data-19288
19289,data-19289
19290,data-19290
19291,data-19291
19292,data-19292
19293,data-19293
19294,data-19294
19295,data-19295
19296,data-19296
19297,data-19297
19298,data-19298
19299,data-19299
19300,data-19300
19301,data-19301
19302,data-19302
19303,data-19303
19304,data-19304
19305,data-19305
19306,data-19306
19307,data-19307
19308,data-19308
19309,data-19309
19310,data-19310
19311,data-19311
19312,data-19312
19313,data-19313
19314,data-19314
19315,data-19315
19316,data-19316
19317,data-19317
19318,data-19318
19319,data-19319
19320,data-19320
19321,data-19321
19322,data-19322
19323,data-19323
19324,data-19324
19325,data-19325
19326,data-19326
19327,data-19327
19328,data-19328
19329,data-19329
19330,data-19330
19331,data-19331
19332,data-19332
19333,data-19333
19334,data-19334
19335,data-19335
19336,data-19336
19337,data-19337
19338,data-19338
19339,data-19339
19340,data-19340
19341,data-19341
19342,data-19342
19343,data-19343
19344,data-19344
19345,data-19345
19346,data-19346
19347,data-19347
19348,data-19348
19349,data-19349
19350,data-19350
19351,data-19351
19352,data-19352
19353,data-19353
19354,data-19354
19355,data-19355
19356,data-19356
19357,data-19357
19358,data-19358
19359,data-19359
19360,data-19360
19361,data-19361
19362,data-19362
19363,data-19363
19364,data-19364
